Polymer,Polymer_SMILES,Solvent,Solvent_SMILES,Contact_angle,Thickness,Solvent_solubility_parameter,xw_(wt%),Temperature,Permeate_pressure,J_total_flux,a_separation_factor,Polymer_BRICS,Solvent_BRICS,PS_pair_BRICS,PS_tokenized_BRICS
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,20.0,23.1,99.0,40,2.1,0.775895765,0.024612,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.0,40,2.1,0.778,0.02457,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.0,40,2.1,0.805211726,0.024738,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.0,40,2.1,0.946,0.022523,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.5,40,2.1,1.064655172,0.021294,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.0,40,2.1,1.258358663,0.023305,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.0,40,2.1,1.282,0.02331,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.0,40,2.1,1.284482759,0.023294,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,98.0,40,2.1,1.620689655,0.024442,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.0,50,2.1,1.957446809,0.023605,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,97.0,40,2.1,1.989224138,0.025709,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,96.0,40,2.1,2.435344828,0.026436,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.0,60,2.1,2.671732523,0.025229,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.0,70,2.1,3.6443769,0.0275,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,99.0,80,2.1,4.76899696,0.028497,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,6.0,23.1,99.0,40,2.1,0.927361564,0.0283,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.0,23.1,99.0,40,2.1,1.240065147,0.033521,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,2.0,23.1,99.0,40,2.1,1.880130293,0.03863,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,10.0,23.1,98.5,55,2.0,0.8,0.023816,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,25.01414528,23.1,99.0,40,4.0,0.221771424,0.018849,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,15.02445855,23.1,99.0,40,4.0,0.382658555,0.017288,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,11.0661469,23.1,99.0,40,4.0,0.632996811,0.018719,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,5.551854971,23.1,99.0,40,4.0,0.610042672,0.022432,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,99.69,40,4.0,0.644444444,0.026829,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,99.0,30,4.0,0.7073,0.025529,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,99.0,40,4.0,0.720574516,0.02381,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,99.08,40,4.0,0.744444444,0.023971,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,99.0,40,4.0,0.769430052,0.023827,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,98.49333333,40,4.0,0.877777778,0.023404,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,97.88,40,4.0,0.977777778,0.022551,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,97.28,40,4.0,1.138888889,0.02129,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,99.0,50,4.0,1.183937824,0.022494,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,99.0,60,4.0,1.588082902,0.020887,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,4.405094191,23.1,99.0,70,4.0,2.20984456,0.021588,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,110.0,13.3,23.1,99.0,40,1.0,0.282,0.025907,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.2,11.5,23.1,98.5,55,0.6,0.6926829,0.023782,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,109.0,10.0,26.5,95.0,40,3.0,0.468208092,0.138462,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 7, 1, 15]"
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,109.0,10.0,23.1,95.0,40,3.0,0.589595376,0.05,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']","[0, 0, 0, 0, 0, 0, 7, 1, 8]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,15.0,50,3.0,0.270805067,30.434783,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,15.0,60,3.0,0.270805067,30.434783,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,1.0,50,3.0,0.271142921,1176.811594,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,10.0,50,3.0,0.285797323,101.449275,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,3.0,50,3.0,0.290745611,831.884058,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,5.0,50,3.0,0.300587959,547.826087,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,20.0,50,3.0,0.330898221,20.289855,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,20.0,60,3.0,0.332481466,20.289855,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,20.0,70,3.0,0.332481466,20.289855,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,1.0,60,3.0,0.419519863,1247.826087,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,10.0,60,3.0,0.432726751,111.594203,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,3.0,60,3.0,0.43333507,882.608696,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,5.0,60,3.0,0.475679607,547.826087,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,15.0,70,3.0,0.487656633,30.434783,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,3.0,70,3.0,0.5798413,913.043478,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,1.0,70,3.0,0.580966706,1318.84058,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,5.0,70,3.0,0.615752926,547.826087,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pva,C(C)C(C)(O),methanol,CO,74.0,3.0,29.6,10.0,70,3.0,0.663587992,111.594203,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']","[0, 0, 0, 0, 0, 0, 20, 1, 2]"
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,25.0,23.5,99.0,30,1.0,0.212258065,0.055319,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']","[0, 0, 0, 0, 0, 0, 7, 1, 6]"
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,25.0,23.5,96.0,30,1.0,0.30375,0.077143,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']","[0, 0, 0, 0, 0, 0, 7, 1, 6]"
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,25.0,23.5,96.0,30,1.0,0.307096774,0.076471,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']","[0, 0, 0, 0, 0, 0, 7, 1, 6]"
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,25.0,23.5,93.0,30,1.0,0.429032258,0.086667,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']","[0, 0, 0, 0, 0, 0, 7, 1, 6]"
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,25.0,23.5,96.0,40,1.0,0.46125,0.082653,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']","[0, 0, 0, 0, 0, 0, 7, 1, 6]"
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,25.0,23.5,91.0,30,1.0,0.609677419,0.096296,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']","[0, 0, 0, 0, 0, 0, 7, 1, 6]"
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,25.0,23.5,96.0,50,1.0,0.63,0.092571,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']","[0, 0, 0, 0, 0, 0, 7, 1, 6]"
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,25.0,23.5,96.0,60,1.0,0.793125,0.100621,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']","[0, 0, 0, 0, 0, 0, 7, 1, 6]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,1.5,29.6,95.0,20,10.0,0.441142857,0.132593,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,1.5,26.5,95.0,20,10.0,0.441142857,0.105294,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 7, 1, 15]"
ppms,C[Si](C)(O(C))c1ccccc1,methanol,CO,121.2,1.5,29.6,95.0,20,10.0,0.537142857,0.325455,"['CO[Si](C)(C)c1ccccc1', '.', 'CO']",['CO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CO']","[0, 0, 0, 0, 0, 0, 28, 1, 2]"
ppms,C[Si](C)(O(C))c1ccccc1,ethanol,CCO,121.2,1.5,26.5,95.0,20,10.0,0.578285714,0.1432,"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 28, 1, 15]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,1.5,29.6,95.0,30,10.0,0.660571429,0.137692,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,1.5,26.5,95.0,30,10.0,0.660571429,0.111875,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 7, 1, 15]"
ppms,C[Si](C)(O(C))c1ccccc1,methanol,CO,121.2,1.5,29.6,95.0,30,10.0,0.797714286,0.238667,"['CO[Si](C)(C)c1ccccc1', '.', 'CO']",['CO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CO']","[0, 0, 0, 0, 0, 0, 28, 1, 2]"
ppms,C[Si](C)(O(C))c1ccccc1,ethanol,CCO,121.2,1.5,26.5,95.0,30,10.0,0.893714286,0.162727,"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 28, 1, 15]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,1.5,29.6,95.0,40,10.0,1.140571429,0.1432,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,1.5,26.5,95.0,40,10.0,1.140571429,0.108485,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 7, 1, 15]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,1.5,29.6,95.0,45,10.0,1.346285714,0.1432,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
ppms,C[Si](C)(O(C))c1ccccc1,methanol,CO,121.2,1.5,29.6,95.0,40,10.0,1.36,0.210588,"['CO[Si](C)(C)c1ccccc1', '.', 'CO']",['CO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CO']","[0, 0, 0, 0, 0, 0, 28, 1, 2]"
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,1.5,26.5,95.0,45,10.0,1.387428571,0.108485,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 7, 1, 15]"
ppms,C[Si](C)(O(C))c1ccccc1,ethanol,CCO,121.2,1.5,26.5,95.0,40,10.0,1.428571429,0.170476,"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 28, 1, 15]"
ppms,C[Si](C)(O(C))c1ccccc1,methanol,CO,121.2,1.5,29.6,95.0,45,10.0,1.730285714,0.198889,"['CO[Si](C)(C)c1ccccc1', '.', 'CO']",['CO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CO']","[0, 0, 0, 0, 0, 0, 28, 1, 2]"
ppms,C[Si](C)(O(C))c1ccccc1,ethanol,CCO,121.2,1.5,26.5,95.0,45,10.0,1.785142857,0.162727,"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 28, 1, 15]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.7,30,9.0,0.366492147,0.130435,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.0,30,9.0,0.418848168,0.295775,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.0,35,9.0,0.497382199,0.308824,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,97.0,30,9.0,0.54973822,0.538462,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.7,35,9.0,0.54973822,0.135484,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.7,40,9.0,0.641361257,0.138158,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.0,40,9.0,0.654450262,0.323077,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,97.0,35,9.0,0.732984293,0.567568,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,97.0,40,9.0,0.876963351,0.567568,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.0,45,9.0,0.994764398,0.344262,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.7,45,9.0,0.994764398,0.146853,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,97.0,45,9.0,1.544502618,0.6,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,8.0,29.6,99.7,50,9.0,1.64921466,0.15,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']","[0, 0, 0, 0, 0, 0, 7, 1, 2]"
